40.28110527	-73.09265333	1
40.29404256	-73.08240719	1
40.25012724	-73.14025703	1
40.26306912	-73.13002471	1
40.27600997	-73.11978842	1
40.28894981	-73.10954817	1
40.30188862	-73.09930395	1
40.19323254	-73.20824272	1
40.20618102	-73.19803209	1
40.21912849	-73.18781752	1
40.23207495	-73.17759899	1
40.24502039	-73.16737651	1
40.25796481	-73.15715007	1
40.27090821	-73.14691967	1
40.2838506	-73.13668531	1
40.29679196	-73.12644698	1
40.3097323	-73.11620469	1
40.20106012	-73.22513007	1
40.21401012	-73.21492137	1
40.22695911	-73.20470872	1
40.23990709	-73.19449212	1
40.25285405	-73.18427157	1
40.26579999	-73.17404706	1
40.27874492	-73.16381859	1
40.29168883	-73.15358616	1
40.30463171	-73.14334976	1
40.20888531	-73.24202136	1
40.22183683	-73.23181459	1
40.23478734	-73.22160388	1
40.24773684	-73.21138921	1
40.26068532	-73.20117059	1
40.27363278	-73.19094802	1
40.28657923	-73.18072148	1
40.29952466	-73.17049098	1
40.31246908	-73.16025651	1
40.21670811	-73.2589166	1
40.22966115	-73.24871176	1
40.24261317	-73.23850299	1
40.25556419	-73.22829026	1
40.26851419	-73.21807357	1
40.28146318	-73.20785293	1
40.29441115	-73.19762833	1
40.30735811	-73.18739977	1
40.22452851	-73.27581577	1
40.23748306	-73.26561288	1
40.25043661	-73.25540604	1
40.26338914	-73.24519526	1
40.27634067	-73.23498051	1
40.28929118	-73.22476181	1
40.30224067	-73.21453915	1
40.31518915	-73.20431252	1
40.23234651	-73.2927189	1
40.24530258	-73.28251795	1
40.25825765	-73.27231305	1
40.2712117	-73.26210421	1
40.28416474	-73.25189141	1
40.29711677	-73.24167465	1
40.31006779	-73.23145393	1
40.24016211	-73.30962596	1
40.2531197	-73.29942696	1
40.26607628	-73.28922401	1
40.27903185	-73.27901711	1
40.29198642	-73.26880626	1
40.30493997	-73.25859145	1
40.31789251	-73.24837267	1
40.24797531	-73.32653698	1
40.26093442	-73.31633993	1
40.27389252	-73.30613893	1
40.28684961	-73.29593398	1
40.29980569	-73.28572507	1
40.31276076	-73.2755122	1
40.32571482	-73.26529538	1
40.25578611	-73.34345193	1
40.26874673	-73.33325684	1
40.28170634	-73.32305779	1
40.29466495	-73.31285479	1
40.30762255	-73.30264784	1
40.32057915	-73.29243693	1
40.2635945	-73.36037084	1
40.27655663	-73.3501777	1
40.28951777	-73.33998061	1
40.30247789	-73.32977956	1
40.31543701	-73.31957457	1
40.32839512	-73.30936561	1
40.27140048	-73.37729368	1
40.28436413	-73.3671025	1
40.29732678	-73.35690737	1
40.31028842	-73.34670829	1
40.32324906	-73.33650525	1
40.33620869	-73.32629825	1
40.27920405	-73.39422048	1
40.29216922	-73.38403126	1
40.30513338	-73.37383809	1
40.31809654	-73.36364097	1
40.3310587	-73.3534399	1
40.28700521	-73.41115122	1
40.29997189	-73.40096397	1
40.31293757	-73.39077277	1
40.32590225	-73.38057761	1
40.33886592	-73.3703785	1
40.29480395	-73.4280859	1
40.30777215	-73.41790062	1
40.32073934	-73.40771139	1
